name	balance	scorumpower	posting_rewards_sp	curation_rewards_sp	post_count	comment_count	
haydenb	1257.181200270 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hazemfa	101.595100000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hbaqshi	200.816188890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hbkeezy	338.212000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hcchia	2724.654400000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
heckfy5	104.800000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hedan	1080.207042220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
heerutosen	604.433333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
heisenberg	111.413900000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
helpma	312.394444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hemanth93	1478.088888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hemmaciano007	50.759646890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hemo99919	307.454000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
henrydoakim	245.166666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
henrygreg5	261.660000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hepimen	144.578888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
herkules8	578.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hermansingh	1200.323780000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
heroofcoin2015	1161.503017160 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hessinhoscr07	249.015000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
heymonty	102.346000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hhotel	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hi1212	2440.400228189 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hi5	574.011111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hide101	2946.246089100 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hieutv2507	382.397400000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
himansusenapati	101.700000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hisham25	133.333333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hitmarker	1533.270000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hjnam	7066.613333332 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hjs898	828.517129780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hk2gf5hd14gl8qq0	428.084444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hkim0017	118.236666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hkoch29	29.525937690 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hkoksalk	255.872709187 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hkshareef1982	220.973546310 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hkumbayo	187.974660976 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hlebpiatrou	4.293000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hoang140190	62.681888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hoangloce	6759.892222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hoktao	3407.659999998 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
holetuananh	1987.097333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hondabuggy9	556.750000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
honghk	398.970253870 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hope0017	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hope225	422.180000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hopeforcharles	265.086000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hopla8890	705.421444390 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hosun	1228.921200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hotba13	422.970100080 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hpursnani	1096.600000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hqbanana	64.380493333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hrbuchanan	437.277904870 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hrulya	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
hugecompany	74.855725000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
huisang	1851.332380709 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hung8582	1441.738577070 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hunter	20000.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hwk709	499.804152800 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hyejinpark	295.270205680 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hyipinvest	324.394373330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hypershadow	886.222222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hysmagus	211.404550001 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hyungjoh	5852.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hyunseoklee	346.980000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
hzzaaa	191.654400280 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iagca	186.801547994 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iambliz	283.648888887 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iamrommel	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
iamssin	764.388888889 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iana	153.234388890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ibmak101	47.183452030 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ibmoneyz	119.417777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ibou	748.329813378 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ibra	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ice2chill	1017.636446810 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iceball	571.144444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
icerocker1995	265.529888889 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
icham08	134.771711110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ichanjay	158.250000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
icocpmngr	2542.249186989 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
icocrypto	155.944333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
icoinvest	868.692000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
icojongen	148.555555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
icokings7839	183.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
icorehberi	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
icypearl1218	73.722222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iddqd611	106.232094670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
identifyuser	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
idiotsandwich	102.110011937 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
idivinesport	503.155764610 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ifutbol13	1598.196393460 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ignatoff	11.397524284 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
ignatoffqqqqqqqq	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
igorek123	186.789770113 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
igorio74	125.090065100 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
igorlapin1989	26733.376694445 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ihab	1196.655555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ihatefiat	100.333920260 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iilxxxxxxlii44	1564.318142660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ildomat	11.576222222 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ileny1	255.931303130 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ilia	745.710600000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iliuss13	49.018666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
illusmare	740.946797974 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iltrade	111.981372090 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
imcaufieldholt	14.733555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
imhooked	2200.232311200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
immerse78	896.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
imp2100	476.730211112 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
imshiva	116.200000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
imtoo	425.491218800 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
inboxproject	195.063682470 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
inchan	5333.112000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
indaco84	120.351000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
indfo	142.578000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
indigochild8625	330.587465040 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
infinite357	422.040000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ingridva	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
inkangil	2205.411111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
innavoig84	124.995751260 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
insiklee	120.070581333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
intech96	15.793765050 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
integral01	28.800894540 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
intergianlu87	95.090451390 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
investerkls	1766.653333336 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
invinsible	14.756222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
inzik2200	41.171820842 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ioconte	2989.022222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iowa9	35.585268000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ioyouj	361.587301290 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ipsditom87	10000.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iqbalnaveed28	1264.908328630 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ircoin76	50.377648400 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
irispark	2619.985786250 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iromanovsky	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ironfabio87	275.192821634 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ironmonkeeeee	603.320000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
isaleoro2	23.916666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ishaan12345	118.901160000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
isidoro	105.560910000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iskaiyang	562.222222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ismir	160.553125950 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
isn	144.195800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
isotman	148.411376430 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
itiswellwithme1	0.995869945 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
itsjoerack	45.540035530 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
itsme1881	307.786960660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iupiter	728.044444444 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iurchello	108.319099996 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iva	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
ivan4eg	1493.194001120 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ivanods	127.145187890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ivars	364.605039640 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
iwantpeace	1262.511111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
izge	23.350668888 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
jabevan	8257.698540775 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jackfold73	718.646666669 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jackpot187	698.629333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jackyting121221	231.448888889 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jacolem	1210.444939871 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jacquesrw15	356.540000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jaehongbae	1641.186666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jaewon	189.599112745 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jaewook	347.736000002 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jaeyoonkim	2046.494888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jagadish1991	132.673366670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jagor36	1385.694879460 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jaguacano	139.656666666 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jahcure	499.708335130 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jahmexmon	2320.104079670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jakba	423.432374626 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jake	1471.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jake713	219.892590907 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
james	370.002777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jamesbond	323.444166670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jamesvelazquez	1185.070000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jamiufatai	17.511853052 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jams934	105.868684650 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jandeboerrr	1875.230000002 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jangbyoungrae	2513.560000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jangin	1233.322222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jarek	175.758666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jariman	113.742100000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jarrhead5050	1631.190000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jasonhimself	393.486620000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
javanco	889.320000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
javany84	349.314666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jayaramsadasivam	1399.197595969 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jaydem92	75.217965438 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jayglossy	289.549888892 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jays	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jayxx82	118.982222222 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jb7	1119.843050200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jch0334	2271.111111120 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jcheema	153.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jcsmith373	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jcvandenbosch	706.133333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jdchris67	57.240551833 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jdsu18	125.261919999 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jeez07z	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
jeffc	930.866420000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jefferson	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
jeffy014	901.464650000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jeihakkiliinilei	110.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jekahm	9.382481900 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jemjdr52717	32.008717050 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jeonginsu	1640.326705500 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jeonjunho	6132.155555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jeremy95	34.422169077 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jesh	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jethro	87.736000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jettscore123	51.917949040 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jfalazy	181.106422701 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jfduke84	176.665333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jgc2112	348.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jhubbs86	129.691212000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jhy0483	4348.967600000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ji1031	551.823522220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jihoon02	553.173515000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jilinlwb	11343.811563910 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jim070m	532.749824212 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jimmyloong	2224.350000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jinhoon	475.252045480 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jinhwan	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jinjin0410	23.746450000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jitin2005	552.138888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jizer150	159.809350960 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jjhzz2741	1124.244393560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jjr01280601	1974.788000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jkabukire	202.010665580 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jkcryptotrader	207.248345384 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jkmn27	101.642405500 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jlin64	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jlupuloff	681.654187550 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jm606341	160.165775980 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jmab	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jmalcaraz2	121.855555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jmartin291	15.982800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
joaonice	105.727500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jocaro	526.796000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jodcarey	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
joelstorm	66.458307620 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
joeyellington	1158.109026670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jogador18	111.193007452 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
johannes91	300.844444444 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
john880815	228.688627270 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
johnnyurkwell66	708.900000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
johnpoublon	459.400000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
johnson	0.000000000 SCR	276005.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
johny84	629.052414126 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jojobit696	347.853574090 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jonathan	351.790155000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jong95	1107.766666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
joongsoo	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jopa	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
jordanrad00	156.346800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jorge20	175.332000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
josemigoal1990	9.434725380 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
joshuadavid1	508.032815842 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jpnasstrom	6083.833333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jrw254	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
jscompany	371.492560280 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jsh6855	436.857632260 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jsim81	559.132700000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jsteele	98.373272120 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jtscorum	7750.019849070 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
juanhannon0716	187.219236419 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jubayer007	0.099888800 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
judykammeyer	33.108000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jujukp	37.015329170 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
juliashapp17	1070.850000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
julienbh	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
junaidparacha	391.835000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
juneabit	2293.333333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jungjaegu	3393.229347844 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jungrammer	5428.580229600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jungsun	105.267000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
junho0207	1571.976134670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
junk1324	311.054000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
junleal	752.187522664 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
justfaisal1993	305.306444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
justinsmour11	859.928942460 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
justosuji	212.572706810 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
justtom	6.365026667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jva123	176.664000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jwon302	5759.153333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
jwp1985	563.927777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
